id,first_name,last_name,birthday,street_address,postal_code,city,email,phone_number,password
qphisks5pm,Eugenius,Mollitt,1/26/1985,80852 Pankratz Alley,1201,Genf,emollitt12@example.com,055 222 4111,lmAq6IwHCZ
o8bajlqbof,Flinn,Waleran,11/6/1966,6 Porter Circle,2540,Grenchen,fwaleran13@example.com,055 222 4111,dYpPLlsV
f2m0v9b73c,Blondy,Langman,3/12/1969,5763 Delladonna Trail,2540,Grenchen,blangman14@example.com,055 222 4111,xoBtZHE2wTa
rvxsprzodg,Vallie,Estoile,5/24/1975,9 John Wall Park,1201,Genf,vestoile15@example.com,055 222 4111,xTJiiqJj
esiztkv5au,Ferrell,St. Queintain,10/19/1954,89 Moose Way,6500,Bellinzona,fstqueintain16@example.com,055 222 4111,jEChvLajl
wz7pfu2leo,Kyla,Domanek,12/7/1972,8927 Dawn Street,9000,St. Gallen,kdomanek17@example.com,055 222 4111,WflQFgPw0
s9lfohy8dc,Carry,Phillcock,10/14/1970,3 Waywood Place,4001,Basel,cphillcock18@example.com,055 222 4111,Foo5qCNMVjdm
xuwv92riwf,Fionna,Blaszczynski,3/12/1978,3515 Butterfield Junction,4001,Basel,fblaszczynski19@example.com,055 222 4111,Te3Gtyhn
vxg3yspurg,Siegfried,Ducker,7/3/1987,45 Brentwood Crossing,1950,Sion,sducker1a@example.com,055 222 4111,AmYfakwHzREY
hhcb3l66qy,Dorree,Izen,9/9/1964,32 Pawling Place,1000,Lausanne,dizen1b@example.com,055 222 4111,hGurQHKK
um1jfdj4rn,Flore,Manlow,8/13/1975,0101 Melrose Court,5643,Sins,fmanlow1c@example.com,055 222 4111,p2fwwlcvBC
